1	2.000000000000000	2.000000000000000
2	3.141592653589790	3.116512345679012
3	4.188790204786387	4.182398834019204
4	4.934802200544669	4.942065924592286
5	5.263789013914314	5.282995341736592
6	5.167712780049954	5.200269684576266
7	4.724765970331386	4.766702450043319
8	4.058712126416752	4.042811579990855
9	3.298508902738694	3.294523134673930
10	2.550164039877333	2.597582549813637
11	1.884103879389891	1.891138103667521
12	1.335262768854581	1.344952949397692
13	0.910628754783278	0.931367553561710
14	0.599264529320788	0.627033229267970
